Question,Answer
What is the collection size of the General Library System?,"The General Library System at KUET has a collection of more than 53,342 books and 3,126 journals and periodicals."
What are the operating hours of library facilities at KUET?,"Library facilities at KUET operate for more than 10 hours every working day, providing opportunities for in-house reading and borrowing of books and reference materials."
What is the size of the campus at KUET?,"The campus at KUET is 101 acres large, featuring a nice green landscape blended with beautiful architectural constructions."
"Describe the climate in Khulna, Bangladesh.","Khulna, being part of Bangladesh, has a tropical climate with warm and humid weather. It experiences three main seasons: winter (November-February), summer (March-June), and rainy (July-October)."
What are the warmest months in the Khulna region?,"The warmest days in the Khulna region are between April and June, with temperatures ranging from 30°C to 37°C."
How is accommodation arranged for students at KUET?,"KUET has six residential halls accommodating more than 2000 male students and one female hall accommodating 400 female students. Each residential hall has modern recreational facilities, and four students share a large room with a common restroom."
What are the prevailing seasons in Bangladesh?,"Bangladesh experiences three main seasons: winter (November-February), summer (March-June), and rainy (July-October). In addition, there are three more seasons, namely spring, autumn, and late autumn."
How is the humidity during the different seasons?,Humidity is high (70-90%) in summer and rainy seasons but moderate in winter (50-70%) in the Khulna region of Bangladesh.
What major industries are located in Khulna City?,"Khulna City is home to some of the major industries of Bangladesh, contributing to its economic significance."
How many female students can be accommodated at the female hall in KUET?,The female hall at KUET can accommodate 400 female students.
What types of recreational facilities are available in the residential halls at KUET?,"Each residential hall at KUET is equipped with modern recreational facilities, including Cable TV connection, common room, reading room, library, and a well-equipped guestroom."
How does KUET encourage sports and entertainment for students?,"KUET provides both indoor and outdoor sports facilities for students, with the university organizing central indoor and outdoor sports competitions annually. The university also hosts annual cultural competitions and occasional cultural programs, offering a variety of social and entertainment activities."
How does KUET facilitate transportation for its community?,"KUET operates its own Shuttle Bus Service between Khulna city and the campus, providing convenient transportation for students, faculty members, officers, and staff. Special services are also available on weekends."
What role does the Student Union play at KUET?,"The Student Union at KUET is a student organization aimed at promoting the interests and welfare of the student body. All full-time students are members, and they vote for office bearers. The DSW serves as the President of the Student Union ex-officio."
What medical facilities are available at KUET?,"KUET operates a medical center equipped with necessary medical equipment, a modern ambulance, full-time experienced medical doctors, nurses, and assistance. Medical counseling and, in some cases, medicine are provided to students free of cost."
How are meals arranged for students at KUET?,"Each residential hall at KUET has its own cafeteria, serving two meals per day. Students are involved in deciding the daily menu. Additionally, there is a central cafeteria and a fast-food shop on campus, offering breakfast, meals, and snacks."
What recreational and social activities are organized for students at KUET?,"KUET organizes regular sports, cultural, and social activities, including indoor and outdoor games, to enhance the overall campus life for students."
Are there any restrictions on alcohol consumption in the KUET campus?,"Yes, any sorts of alcohol or alcoholic drinks are completely forbidden in the KUET campus."
What facilities are available in the campus for students' convenience?,"The campus has a water treatment plant, a large mosque, a bank, and a post office. An electrical substation ensures uninterrupted power supply. There is also a gymnasium and a large well-equipped auditorium."
How are office bearers of the Student Union selected?,"Full-time students at KUET vote for the office bearers of the Student Union. The DSW serves as the President ex-officio, and one faculty member is appointed as the treasurer by the university authority."
What services does the Departmental Store in the campus provide?,The Departmental Store in the campus caters to the needs of the community by offering various essential items for the benefit of all.
How is the menu decided for students in the residential halls?,"Students are involved in deciding their daily menu at KUET's residential halls, providing them with a say in the food offerings."
What is the focus of the admission process at KUET?,The admission process at KUET aims to identify students who can successfully complete the degree requirements in engineering and contribute to the social and technoeconomical environment of the nation.
What are the eligibility criteria for undergraduate admission at KUET?,"For undergraduate admission, applicants must pass the Higher Secondary Certificate (H.S.C.) or equivalent examination with science, obtaining a required minimum CGPA in Physics, Chemistry, and Mathematics courses. A-level candidates are also eligible, and an entry examination named Admission Test is conducted."
How is the undergraduate admission entry examination structured?,"The Admission Test for undergraduate admission at KUET consists of multiple-choice questions (MCQ) and short questions covering the current syllabus of Higher Secondary level Physics, Chemistry, Mathematics, and English."
How often is the undergraduate admission conducted at KUET?,The undergraduate admission at KUET is conducted once in each academic session.
What are the academic requirements for postgraduate programs at KUET?,Applicants for postgraduate programs must hold a B.Sc. Eng. degree or equivalent in the relevant field from a recognized University/Institute with good academic records. Higher research aptitude is also welcomed.
How often are applications invited for masters programs at KUET?,"Applications for masters programs at KUET are invited twice a year, in January Term and July Term."
What is the admission procedure for international applicants at KUET?,"International applicants, both for undergraduate and postgraduate programs, can apply throughout the year. They do not have to go through the entry examination procedure, but they need an excellent high school record or equivalent for admission."
What special quotas are available for SAARC countries' students at KUET?,"SAARC (India, Pakistan, Nepal, Bhutan, Sri Lanka, and Maldives) countries' students can apply through their respective ministries to the Ministry of Education of Bangladesh to avail special quotas reserved under SAARC countries' educational and cultural contract."
What materials are required for international applicants to apply at KUET?,"International applicants are required to submit two copies of official credentials and certificates, along with two passport-size photographs. The completed application and documents should be sent to the Registrar's office with a $20 application-processing fee."
How can international applicants inquire about admission at KUET?,"International applicants can direct their inquiries to the Registrar at Khulna University of Engineering & Technology (KUET), Khulna 920300, Bangladesh, through the provided telephone number and fax."
What support is available for full-time meritorious postgraduate students at KUET?,Full-time meritorious postgraduate students at KUET may receive financial help.
How are part-time postgraduate students accommodated at KUET?,Part-time postgraduate students at KUET must have consent from their employer to pursue postgraduate studies.
What is the role of the Student Union in the admission process?,"The Student Union at KUET is a student organization promoting the interests and welfare of the student body. While it plays a vital role in campus life, it does not have a direct role in the admission process."
What is the purpose of the interview in the postgraduate admission process at KUET?,The respective departments arrange an interview for postgraduate candidates at KUET to select students for the program.
How does KUET encourage cultural and social diversity among international students?,"KUET encourages international students to maintain wide cultural and social diversity on campus. The admission committee considers high school records or equivalent for international students, promoting inclusivity."
What is the role of the university Syndicate at KUET?,"The university Syndicate is the supreme body for policymaking and operational procedures at KUET. It forms policies under the recommendation of committees like the Academic Council, Planning and Development Committee, and Finance Committee."
Who is the administrative and academic head of KUET?,The Vice-Chancellor serves as the administrative and academic head of KUET.
What are the various administrative sections maintained by the office of the Vice-Chancellor?,"The office of the Vice-Chancellor maintains various administrative sections, including the Academic Section, Engineering Sections (maintenance and repairs), Establishment section, Accounts section, Security section, Procurements Section, etc."
What is the role of the Registrar at KUET?,"The Registrar at KUET is the custodian of records, properties, the common seal, and other university properties entrusted by the Board."
What functional bodies are maintained by the CSE department at KUET?,"The CSE department at KUET maintains several functional bodies, including the Departmental Monitoring Committee, Academic Committee for Undergraduate Studies, Academic Committee for Postgraduate Studies, Student Adviser, and Course Coordinator."
How is the department of CSE at KUET recognized for its teaching and research capabilities?,The department of CSE at KUET has been widely recognized for its excellent research and teaching capabilities since its establishment in 1999.
What are the major research areas in the CSE department at KUET?,"The major research areas in the CSE department at KUET include Soft Computing, Robotics, Artificial Intelligence, Speech Processing, Natural Language Processing, Image Processing, Embedded Systems, Data Mining, Machine Learning, Computer Networks and Security, Networks, etc."
How are students enrolled in the CSE department at KUET?,"Students are enrolled in the CSE department at KUET through a highly competitive entrance exam, and only the top-ranked students in the country have the opportunity to admit."
What co-curricular activities are available in the CSE department at KUET?,"The CSE department at KUET has various clubs and groups for co-curricular activities, such as Hardware Acceleration Club of KUET, Special Group Interested in Programming Contest, Bit to Byte, etc. Students actively participate to explore their proficiency in different branches of CSE."
What consultation services are provided by the CSE department at KUET?,"The CSE department at KUET offers different Consultation Services, including Requirement Analysis of Software or Hardware, Database Design, Large Scale Network Design, Development of Automation System, etc."
What is one of the visions of the CSE department?,One of the visions of the CSE department is to emphasize developing analytical ability along with technical skills of the students.
What is the mission of the CSE department at KUET?,"The mission of the CSE department is to engage both teachers and students in innovative research and development, aiming to be pioneers in various fields of Computer Science and Engineering."
What are some specific research fields mentioned in the mission of the CSE department?,"The mission mentions research fields such as Advanced Computer Architecture, Bioinformatics, Computer Vision and Graphics, Computer Networks, Database and Data Warehouse, Evolutionary Algorithms, Interconnection Networks, Pattern Recognition and Machine Intelligence, Photonic Switching Network, and more."
What is the purpose of the Research Quality Framework (RQF) initiative mentioned in the mission?,The RQF initiative aims to develop the basis for an improved assessment of the quality and an effective process to achieve research excellence in the CSE department.
How does the CSE department maintain high teaching standards?,"The CSE department maintains the highest standard of teaching for both theory and laboratory courses, utilizing various educational tools and technologies to develop quality teaching materials."
What values are instilled in students by the CSE department?,"The CSE department instills students with professional ethics, moral values, critical and independent thinking, sound judgment, a prolonged thirst for lifelong learning, and communication ability."
What collaborative efforts does the CSE department engage in?,The CSE department highly encourages collaboration with other technical institutes and industries to share expertise and enhance the learning experience for students.
What are the key elements emphasized in the mission related to research and development?,"The key elements emphasized in the mission related to research and development include being pioneers in various CSE fields, opening new frontiers, and contributing to the national and international research community."
How does the CSE department nurture the spirit of innovation among students?,"The CSE department constantly thrives to nurture the spirit of innovation in the design and development of computer systems with superior performance, contributing to the advancement of computer technology."
What commitment does the CSE department have regarding research in Computer Science and Engineering?,"The CSE department has a commitment to be a pioneer in the research community in various fields of Computer Science and Engineering, advancing knowledge and contributing both nationally and internationally."
What is the aim of the Special Group Interested in Programming Contest (SGIPC)?,"The aim of SGIPC is to develop the skills of its members through workshops and contests, focusing on algorithms, data structure, mathematics, and problem-solving paradigms."
What is the focus of the Hardware Acceleration Club of KUET (HACK)?,"HACK focuses on developing skills related to hardware, especially in real-life hardware project development, and encourages its members to pursue careers as expert hardware engineers."
What is the central perspective of Bit to Byte (B2B) club?,"The central perspective of B2B is to encourage members in software development. It arranges various sessions, workshops, boot camps, and practice sessions related to programming and software development."
How does the Internet of Things Club (IoTC) assist its members?,"IoTC helps its members understand the underlying concept of the Internet of Things, providing guidance on how to start with IoT and proceed effectively, along with necessary suggestions and help."
What is the goal of the Animation and Game Development Club (AGDC)?,"AGDC assists members in successfully developing games by providing guidelines on game and animation design, making them more attractive, and advising on game advertising and career-building in the industry."
What does the Machine Learning and Computing Intelligence Group (MLCIG) focus on?,MLCIG focuses on acquainting its members with machine learning and computer intelligence to address complex real-world problems and encourages them to build careers through research and development of intelligent systems.
What is the main goal of the Robotics and Artificial Intelligence Club (RAIC)?,"The main goal of RAIC is to support and foster interest in various aspects related to robotics, understanding basic principles, control, and participating in various competitions, providing necessary information and guidelines."
What is the focus of the Cyber Security Club (CSC)?,"CSC focuses on developing skills in cybersecurity, helping members understand security standards and their implementation, and providing necessary resources to obtain technical expertise in cybersecurity."
How does the English Speaking and Career Club (ESCC) contribute to CSE graduates?,"ESCC contributes to CSE graduates by organizing regular seminars and workshops, ensuring that members stay updated with the fast-moving world, and providing necessary suggestions and help for higher education and jobs abroad."
Who is the Chief Patron of all the clubs and groups in the CSE department?,The Head of the department is the Chief Patron of all the clubs and groups in the CSE department.
What is the role of teachers in the clubs and groups?,"Two/three teachers are involved as moderators in each group, playing a role in guiding and supporting the activities of the clubs and groups in the CSE department."
How does SGIPC contribute to the Competitive Programming Community of KUET?,"SGIPC contributes to the Competitive Programming Community by providing training on algorithms, data structure, mathematics, and problem-solving paradigms, benefiting members in their academic and professional life."
What type of workshops does HACK organize?,"HACK organizes hands-on workshops on robotics, embedded systems development, and various aspects related to hardware to develop the skills of its members."
What does B2B club arrange for its members?,"B2B arranges various sessions where members can learn different tips and techniques for software development, along with organizing workshops, boot camps, and practice sessions related to programming and software development."
How does IoTC inspire its members?,"IoTC inspires its members by providing them with an understanding of the Internet of Things, offering suggestions, and helping them effectively start and progress in IoT-related projects."
What are the key areas of focus for MLCIG's research and development?,"MLCIG focuses on research and development in key areas such as Soft Computing, Robotics, Artificial Intelligence, Speech Processing, Natural Language Processing, Image Processing, and more."
What are the major areas of research in the Department of Computer Science and Engineering (CSE)?,"The major areas of research in the CSE department include Soft Computing, Robotics, Artificial Intelligence, Speech Processing, Natural Language Processing, Image Processing, Embedded Systems, Data Mining, Machine Learning, Computer Networks and Security, Networks, etc."
How does RAIC support interest in robotics among its members?,"RAIC supports and fosters interest in robotics by providing information on basic principles, control, and participation in various competitions, along with guidelines on building real-life robots."
What type of skills does CSC focus on developing among its members?,"CSC focuses on developing skills in cybersecurity, helping members understand security standards and their implementation, and providing resources to obtain technical expertise in cybersecurity."
How does ESCC contribute to the career development of CSE graduates?,"ESCC contributes to the career development of CSE graduates by organizing seminars and workshops, ensuring members stay updated with the fast-moving world, and providing necessary suggestions and help for higher education and jobs abroad."
What are the academic requirements for undergraduate admission to KUET?,"For undergraduate admission to KUET, applicants must pass the Higher Secondary Certificate (H.S.C.) or equivalent examination with science and obtain a required minimum CGPA in Physics, Chemistry, and Mathematics courses."
What are the academic programs offered at KUET?,"KUET offers undergraduate (B. Sc. Eng.), postgraduate (M.Sc. Eng. and Ph. D.), and doctoral (Ph. D.) degrees in various disciplines of engineering."
What is the official language of instruction at KUET?,"The official language of instruction and examination at KUET is English, although teachers may occasionally use Bengali if no international students are present in the class."
What is the location of KUET's campus?,"KUET's campus is located at Fulbarigate, about 13 km north from the Khulna City near the Khulna-Dhaka highway in Bangladesh."
How does the Central Computer Center (CCC) contribute to the academic environment at KUET?,"CCC serves as the hub for computer-related services, providing computing and network facilities to the campus, including a University-wide network, strong IT infrastructure, and internet services."
What is the contact telephone number for the Department of Computer Science and Engineering (CSE) at KUET?,The contact telephone number for the Department of Computer Science and Engineering (CSE) at KUET is +880-41-774318.
How can someone reach the Office Secretary of the CSE department at KUET?,The Office Secretary of the CSE department at KUET can be reached by dialing extension 350.
What is the email address for the head of the CSE department at KUET?,The email address for the head of the CSE department at KUET is head@cse.kuet.ac.bd.
What is the official website of the CSE department at KUET?,The official website of the CSE department at KUET is www.kuet.ac.bd/cse.
How can someone contact the CSE department through fax?,The fax number for contacting the CSE department at KUET is +880-41-774318.
Who is the head of the Department of CSE at KUET?,The head of the Department of Computer Science and Engineering (CSE) at KUET is Dr. M. M. A. Hashem.
What are Dr. M. M. A. Hashem's research fields?,"Dr. M. M. A. Hashem's research fields include Artificial/Computational Intelligence, Distributed Evolutionary Computations, Intelligent Computer/Sensor Networking, Grid/Cloud Computing, and more."
How can one contact Dr. M. M. A. Hashem?,Dr. M. M. A. Hashem can be contacted via email at hashem@cse.kuet.ac.bd or mma.hashem@gmail.com. His mobile number is +880-1714-003949.
What is Dr. K. M. Azharul Hasan's research focus?,"Dr. K. M. Azharul Hasan's research focus includes Big Data Analytics, High Performance Computing, GPU Computing, and Natural Language Processing."
How can someone reach Dr. K. M. Azharul Hasan?,Dr. K. M. Azharul Hasan can be contacted via email at az@cse.kuet.ac.bd or azhasan@gmail.com. His mobile number is +880-1714-087273.
Who is responsible for Applied Cryptography at CSE?,Dr. Kazi Md. Rokibul Alam is responsible for Applied Cryptography at CSE.
What are the research fields of Dr. Muhammad Sheikh Sadi?,"Dr. Muhammad Sheikh Sadi's research fields include Soft Error Tolerance, Error Correction Coding Theory, Hardware Redundancy for Fault Tolerance, Humanitarian Technology, and Internet of Things (IoT)."
How can someone contact Dr. Muhammad Sheikh Sadi?,Dr. Muhammad Sheikh Sadi can be reached via email at sadi@cse.kuet.ac.bd. His mobile number is +880-1676-077989.
What is Dr. Md. Aminul Haque Akhand's expertise?,"Dr. Md. Aminul Haque Akhand's expertise lies in Machine Learning, Deep Learning, Swarm Intelligence, Pattern Recognition, and Bioinformatics."
How can one contact Dr. Md. Aminul Haque Akhand?,Dr. Md. Aminul Haque Akhand can be contacted via email at akhand@cse.kuet.ac.bd or akhandkuet@yahoo.com. His mobile number is +880-1714-087205.
What are Dr. Pintu Chandra Shill's research areas?,"Dr. Pintu Chandra Shill's research areas include Fuzzy System, Evolutionary Algorithm, Genetic Algorithm, and Artificial Intelligence."
How can someone reach Dr. Pintu Chandra Shill?,Dr. Pintu Chandra Shill can be contacted via email at pintu@cse.kuet.ac.bd or pintu98cse@yahoo.com. His mobile number is +880-1716-078655.
What are Dr. Sk. Md. Masudul Ahsan's research fields?,"Dr. Sk. Md. Masudul Ahsan's research fields include Computer Vision, Image Processing, Deep Learning, Motion Estimation, and High-dimensional Database Systems."
How can one contact Dr. Sk. Md. Masudul Ahsan?,Dr. Sk. Md. Masudul Ahsan can be reached via email at smahsan@cse.kuet.ac.bd or masudul.ahsan@gmail.com. His mobile number is +880-1714-087283.
Who is responsible for Evolutionary Algorithm at CSE?,Mr. Md. Kowsar Hossain is responsible for Evolutionary Algorithm at CSE.
What is Mr. Md. Abdus Salim Mollah's research focus?,"Mr. Md. Abdus Salim Mollah's research focus includes Artificial Intelligence, Pattern Recognition, Machine Intelligence, and Digital System Design."
How can someone reach Mr. Md. Abdus Salim Mollah?,Mr. Md. Abdus Salim Mollah can be contacted via email at salim9326@yahoo.com. His mobile number is +880-1714-087258.
What are Mr. Md. Kowsar Hossain's research fields?,"Mr. Md. Kowsar Hossain's research fields include Evolutionary Algorithm, Wireless Sensor Networks (WSNs), and Vehicular Adhoc Networks (VANETs)."
How can someone contact Mr. Md. Kowsar Hossain?,Mr. Md. Kowsar Hossain can be reached via email at auvikuet@yahoo.com. His mobile number is +880-1717-283379.
What are Mr. G. M. Mashrur-E-Elahi's research areas?,"Mr. G. M. Mashrur-E-Elahi's research areas include Computer and Wireless Mobile Networks, Database Systems, Evolutionary Computing, Bangla Language Processing, and Multi-Objective Optimization."
Who is responsible for research in Soft Computing at CSE?,Mr. Al-Mahmud is responsible for research in Soft Computing at CSE.
What are the research fields of Bishnu Sarker?,"Bishnu Sarker's research fields include Computational Biology, Bioinformatics, Network Science, and AI."
How can someone contact Bishnu Sarker?,Bishnu Sarker can be reached via email at bishnu.sarker@inria.fr. His mobile number is +880-1793-188385.
Who specializes in Database and Data Mining at CSE?,"Ms. Mehnuma Tabassum Omar specializes in Database, Data Mining, Scalable Data Structure, and Tensor Computation at CSE."
How can someone reach Ms. Mehnuma Tabassum Omar?,Ms. Mehnuma Tabassum Omar can be contacted via email at tabassum@cse.kuet.ac.bd or misty2409@gmail.com. Her mobile number is +880-1720-119028.
What are the research fields of Mr. Saifuddin Mahmud?,Mr. Saifuddin Mahmud's research fields include Embedded Systems and Computer Networks.
How can one contact Mr. Saifuddin Mahmud?,Mr. Saifuddin Mahmud can be reached via email at smahmud@cse.kuet.ac.bd or smahmud07@yahoo.com. His mobile number is +880-1719-407098.
Who specializes in Machine Learning and Signal Processing at CSE?,Mr. Sk. Imran Hossain specializes in Machine Learning and Signal Processing at CSE.
How can someone contact Mr. Sk. Imran Hossain?,Mr. Sk. Imran Hossain can be reached via email at imran@cse.kuet.ac.bd or imranhrana@gmail.com. His mobile number is +880-1534-735887.
What are the research fields of Mr. Jakaria Rabbi?,"Mr. Jakaria Rabbi's research fields include Machine Learning, Big Data, and Data Mining."
How can one contact Mr. Jakaria Rabbi?,Mr. Jakaria Rabbi can be contacted via email at jakaria.rabbi@yahoo.com or jakaria_rabbi@kuet.ac.bd. His mobile number is +880-1912-818546.
Who specializes in Image Processing and Data Mining at CSE?,"Mr. Md. Abdul Awal specializes in Image Processing, Data Mining, and Machine Learning at CSE."
How can someone reach Mr. Md. Abdul Awal?,Mr. Md. Abdul Awal can be reached via email at awal.kuet@yahoo.com or awal@cse.kuet.ac.bd. His mobile number is +880-1815-940362.
What are Mr. Mahtab Ahmed's research areas?,"Mr. Mahtab Ahmed's research areas include Deep Learning, Natural Language Processing, Reinforcement Learning, and Neural Network."
How can someone contact Mr. Mahtab Ahmed?,Mr. Mahtab Ahmed can be contacted via email at mahme255@uwo.ca or navidcse@gmail.com. His mobile number is +880-1731-232163.
Who specializes in Cyber Security at CSE?,"Mrs. Jarin Firose Moon specializes in Cyber Security, Software and System Security, Machine Learning, and Cloud Computing at CSE."
How can one contact Mrs. Jarin Firose Moon?,Mrs. Jarin Firose Moon can be reached via email at jarinfirose@cse.kuet.ac.bd or jfmoon@cs.stonybrook.edu.
What are Mr. Animesh Kumar Paul's research fields?,"Mr. Animesh Kumar Paul's research fields include Machine Learning, Reinforcement Learning, and Bioinformatics."
How can someone contact Mr. Animesh Kumar Paul?,Mr. Animesh Kumar Paul can be contacted via email at animesh.paul@cse.kuet.ac.bd or animesh10kuet@gmail.com. His mobile number is +880-1731-969551.
"Who specializes in Machine Learning, Bio-Inspired Computing, and Natural Language Processing at CSE?","Mr. Mohammad Insanur Rahman Shuvo specializes in Machine Learning, Bio-Inspired Computing, and Natural Language Processing at CSE."
How can someone contact Mr. Mohammad Insanur Rahman Shuvo?,Mr. Mohammad Insanur Rahman Shuvo can be contacted via email at insan_shuvo@cse.kuet.ac.bd or shuvokuet09@gmail.com. His mobile number is +880-1671-685418.
What are Mr. Md. Shamimur Rahman's research fields?,"Mr. Md. Shamimur Rahman's research fields include Computer Vision, Machine Learning, and Embedded System."
How can someone reach Mr. Md. Shamimur Rahman?,Mr. Md. Shamimur Rahman can be contacted via email at md.rahman@cse.kuet.ac.bd. His mobile numbers are +880-1723-165856 and +880-1674-734822.
"Who is an Associate Member of IEB specializing in Embedded System, Computer Vision, Machine Learning, Bio-inspired Computing, and solving real-life problems with the concept of Computer Science?","Mr. Md. Milon Islam is an Associate Member of IEB specializing in Embedded System, Computer Vision, Machine Learning, Bio-inspired Computing, and solving real-life problems with the concept of Computer Science."
How can someone contact Mr. Md. Milon Islam?,Mr. Md. Milon Islam can be reached via email at milonislam@cse.kuet.ac.bd or miloncsekuet@gmail.com. His mobile numbers are +880-1718-586174 and +880-1571-712405.
"Who specializes in Deep Learning, Machine Learning, Computational Intelligence, Computer Security, and Reliability at CSE?","Mr. Shaikh Akib Shahriyar specializes in Deep Learning, Machine Learning, Computational Intelligence, Computer Security, and Reliability at CSE."
How can someone contact Mr. Shaikh Akib Shahriyar?,Mr. Shaikh Akib Shahriyar can be contacted via email at akib.shahriyar@cse.kuet.ac.bd. His mobile number is +880-1917-828888.
"Who is an Associate Member of IEB researching in Machine Learning, Artificial Intelligence, and Database Systems?","Mr. Abdul Aziz is an Associate Member of IEB researching in Machine Learning, Artificial Intelligence, and Database Systems."
How can someone reach Mr. Abdul Aziz?,Mr. Abdul Aziz can be reached via email at abdulaziz@cse.kuet.ac.bd or mdabdulazizsorkar@gmail.com. His mobile numbers are +880-1753-258105 and +880-1521-453235.
"Who is an Associate Member of IEB specializing in Machine Learning, Data mining, and Natural Language Processing?","Mr. H. M. Abdul Fattah is an Associate Member of IEB specializing in Machine Learning, Data mining, and Natural Language Processing."
How can someone contact Mr. H. M. Abdul Fattah?,Mr. H. M. Abdul Fattah can be contacted via email at hussainfattah@cse.kuet.ac.bd or hussainfattah59@gmail.com. His mobile number is +880-1751-151728.
Who is an Associate Member of IEB specializing in Machine Learning and Data Mining?,Mr. Md. Masum Al Masba is an Associate Member of IEB specializing in Machine Learning and Data Mining.
How can someone reach Mr. Md. Masum Al Masba?,Mr. Md. Masum Al Masba can be reached via email at masba@cse.kuet.ac.bd. His mobile number is +880-1770-900052.
"Who is an Associate Member of IEB specializing in Machine Learning, Pattern Recognition, and Networking?","Mr. Prottoy Saha is an Associate Member of IEB specializing in Machine Learning, Pattern Recognition, and Networking."
How can someone contact Mr. Prottoy Saha?,Mr. Prottoy Saha can be contacted via email at prottoy@cse.kuet.ac.bd or prottoysaha99@gmail.com. His mobile number is +880-1762-086775.
"Who is an Associate Member of IEB specializing in Machine Learning, Deep Learning, Image Processing, Computer Vision, and Internet of Things (IoT)?","Mr. Sunanda Das is an Associate Member of IEB specializing in Machine Learning, Deep Learning, Image Processing, Computer Vision, and Internet of Things (IoT)."
How can someone reach Mr. Sunanda Das?,Mr. Sunanda Das can be reached via email at sunanda@cse.kuet.ac.bd or sunandadas.cse@gmail.com. His mobile number is +880-1762-583358.
"Who is an Associate Member of IEB specializing in Image Processing, Computer Vision, and Machine Learning?","Ms. Nazia Jahan Khan Chowdhury is an Associate Member of IEB specializing in Image Processing, Computer Vision, and Machine Learning."
How can someone contact Ms. Nazia Jahan Khan Chowdhury?,Ms. Nazia Jahan Khan Chowdhury can be contacted via email at naziajkc@cse.kuet.ac.bd or naziajkc@gmail.com. Her mobile number is +880-1682-039899.
What facilities does the Computer Language & Computing Laboratory provide?,"The Computer Language & Computing Laboratory provides computing facilities to students. It consists of a Windows 2012 Server and thirty client machines configured in both Windows and Linux operating systems. The machines have high-speed Intel processors, and all clients are connected to Internet facilities. Software like Java (JDK), JSP, Visual Basic, Visual C++, CodeBlocks, Prolog, PHP, ASP, and RDBMS like Oracle and SQL Server are installed in this Laboratory."
What is the purpose of the Software & Web Engineering Laboratory?,"The purpose of the Software & Web Engineering Laboratory is to develop students' knowledge about software engineering, focusing on computer-assisted methods to organize and control software development, especially for large, complex projects."
How many laboratories does the department have?,The department has eight laboratories.
What are the key features of the machines in the Computer Language & Computing Laboratory?,"The machines in the Computer Language & Computing Laboratory have high-speed Intel processors, and they are configured in both Windows and Linux operating systems."
What software is installed in the Software & Web Engineering Laboratory?,"The Software & Web Engineering Laboratory has software installations including Java (JDK), JSP, Visual Basic, Visual C++, CodeBlocks, Prolog, PHP, ASP, and RDBMS like Oracle and SQL Server."
How is the Networking & Multimedia Laboratory equipped?,Information about the equipment in the Networking & Multimedia Laboratory is not provided in the given text.
What is the purpose of the Mobile Games & Apps Development Center?,Information about the purpose of the Mobile Games & Apps Development Center is not provided in the given text.
What types of machines are in the Software & Web Engineering Laboratory?,The Software & Web Engineering Laboratory has Dell brand machines model Optiplex-380 with Intel Core 2 duo Processors.
How many client machines are there in the Computer Language & Computing Laboratory?,The Computer Language & Computing Laboratory has thirty client machines.
What does the Software & Web Engineering Laboratory aim to develop in students?,"The Software & Web Engineering Laboratory aims to develop students' knowledge about software engineering, particularly computer-assisted methods for organizing and controlling software development, especially on large, complex projects."
What operating systems are configured in the Computer Language & Computing Laboratory machines?,The machines in the Computer Language & Computing Laboratory are configured in both Windows and Linux operating systems.
What is the focus of the Software & Web Engineering Laboratory?,"The Software & Web Engineering Laboratory focuses on developing students' knowledge about software engineering and computer-assisted methods to organize and control software development, particularly for large, complex projects."
What kind of processors do the machines in the Computer Language & Computing Laboratory have?,The machines in the Computer Language & Computing Laboratory have high-speed Intel processors.
How many servers does the Computer Language & Computing Laboratory have?,The Computer Language & Computing Laboratory consists of a Windows 2012 Server.
What is the connection type for the clients in the Software & Web Engineering Laboratory?,The clients in the Software & Web Engineering Laboratory are connected by Local Area Networks (LANs) and Internet facilities.
What is the purpose of the Computer Hardware & Interfacing Laboratory?,"The Computer Hardware & Interfacing Laboratory is equipped with the latest tools to accomplish various hardware-related design, testing, and interfacing peripherals with microprocessors/microcomputers. It has a rich collection of devices for these purposes, including Microprocessor Trainer Kits, Basic Computer Interface Control, Scope Multimeter, Stepper Motor, AD/DA Experimental Board, Multi I/O Lab Card, Power Supply Unit Experimental System, Oscilloscope, Analog Multimeter, Digital Multimeter, Electronic Sensors Trainer, Portable EPROM Eraser, Function Generator, and more."
What are the main equipment in the Computer Hardware & Interfacing Laboratory?,"The main equipment in the Computer Hardware & Interfacing Laboratory includes Microprocessor Trainer Kit 8088, Microprocessor Trainer Kit 8086, Basic Computer Interface Control, Scope Multimeter, Stepper Motor, AD/DA Experimental Board, Multi I/O Lab Card, Power Supply Unit Experimental System, Oscilloscope, Analog Multimeter, Digital Multimeter, Electronic Sensors Trainer, Portable EPROM Eraser, Function Generator, Digital Function Generator, Portable EPROM Programmer, Digital Portable Oscilloscope, DCA/ACA Clamp Meter, AC/DC Labtype Voltmeter, Digital Earth Tester, Fiber Optic Power Meter, Scope Card, Data Acquisition Card, etc."
How many workstations are in the Computer Hardware & Interfacing Laboratory?,The Computer Hardware & Interfacing Laboratory has a server and twenty workstations connected by a Local Area Network.
What is the purpose of the Digital Systems & VLSI Laboratory?,The purpose of the Digital Systems & VLSI Laboratory is to design and implement digital circuits and gain adequate knowledge about digital systems. It is equipped with modern tools to experiment with different digital systems.
